original_prdomain,  original_problem,  trans_domain,  trans_problem, domain, task_name, requirements, types, objects, predicates, functions, init, goal, actions, axioms, use_min_cost_metric, generated_rules, relevant_atoms, auxiliary_atoms, final_queue_length, total_queue_pushes, implied_effects_removed, effect_conditions_simplified, implied_preconditions_added, translator_variables, translator_derived_variables, translator_facts, translator_mutex_groups, translator_total_mutex_groups_size, translator_operators, translator_task_size, numberVariablesCG, highLevelVariablesCG, totalEdgesCG, totalWeightCG, veRatio, weRatio, wvRatio, hvRatio, inputEdgeCGMax, inputEdgeCGAvg, inputEdgeCGStd, outputEdgeCGMax, outputEdgeCGAvg, outputEdgeCGStd, inputWeightCGMax, inputWeightCGAvg, inputWeightCGStd, outputWeightCGMax, outputWeightCGAvg, outputWeightCGStd, inputEdgeHVMax, inputEdgeHVAvg, inputEdgeHVStd, outputEdgeHVMax, outputEdgeHVAvg, outputEdgeHVStd, inputWeightHVMax, inputWeightHVAvg, inputWeightHVStd, outputWeightHVMax, outputWeightHVAvg, outputWeightHVStd, numberVariablesDTG, totalEdgesDTG, totalWeigthDTG, edVaRatioDTG, weEdRatioDTG, weVaRatioDTG, inputEdgeDTGMax, inputEdgeDTGAvg, inputEdgeDTGStd, outputEdgeDTGMax, outputEdgeDTGAvg, outputEdgeDTGStd, inputWeightDTGMax, inputWeightDTGAvg, inputWeightDTGStd, outputWeightDTGMax, outputWeightDTGAvg, outputWeightDTGStd, no, file, num_relevant_facts, num_actions, h_max, h_ff, h_ff_ratio, rp_fact_balance_min, rp_fact_balance_avg, rp_fact_balance_var, rp_goal_balance_min, rp_goal_balance_avg, rp_goal_balance_var  , balance_Ratio, Unbalance_Ratio, Balance_Distorsion, Additive, Blind, Causal_graph, Context-enhanced_additive, FF, Goal_count, Landmark_count, Landmark-cut, Max       , n_landmarks, numberEdges, edVaratioLand, numberFatherNodes, numberChildrenNodes, nodosbetween      , avginput, maxinput, stdinput     , avgoutput, maxoutput, stdoutput       , blackVariables, blackRootVariables       , redBlackVariables, allpairsvaluesconnected, allvaluesconnectedgoal        , blackstronglpyarents, Maximaleffectsblack , Hred-black  
/home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p739.2.pddl, /home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p739.2.pddl, barman,prob,2,10,28,16,0,53,8,12,0,0,115,1503,1646,3149,5290,0,1694,0,162,0,343,13,55,1016,9754,162,8, 1607, 15350, 0.100809, 9.55196, 94.7531, 0.0493827, 160, 9.91975, 22.9559, 61, 9.91975, 8.41954, 2178, 94.7531, 316.865,2640, 94.7531, 234.294, 6, 0.0802469, 0.508913, 70, 1.55556, 7.55229, 38, 0.320988, 2.99723, 70, 1.55556,7.55229,343, 3064, 15704, 0.19511, 0.111945, 1, 248, 7.9422, 0.0780824, 266, 7.71998, 0.0780824, 1504, 19.226,0.156165, 1522,17.8597, 0.0780824,  1, /home/isabel/domains/seq-opt/Barman/p739.2.pddl, 184, 1194, 5, 24, 4.800000, -5, -0.092391, 1.087052, 1, 1.000000, 0.000000, 7.502513, 7.311558, 70,240,1,58,240,28,8,22,14,5,64,193,3.01562,42,8,14,3.01562,16,4.47214,3.01562,16,5,7,0,162,0,0,0,2,27
/home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p739.3.pddl, /home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p739.3.pddl, barman,prob,2,10,28,16,0,53,8,12,0,0,115,1503,1646,3149,5290,0,1694,0,162,0,343,13,55,1016,9754,162,8, 1607, 15350, 0.100809, 9.55196, 94.7531, 0.0493827, 160, 9.91975, 22.9554, 61, 9.91975, 8.41954, 2178, 94.7531, 316.862,2640, 94.7531, 234.291, 6, 0.0802469, 0.508913, 70, 1.55556, 7.55229, 38, 0.320988, 2.99723, 70, 1.55556,7.55229,343, 3064, 15704, 0.19511, 0.111945, 1, 248, 7.9422, 0.0780824, 266, 7.71998, 0.0780824, 1504, 19.226,0.156165, 1522,17.8597, 0.0780824,  1, /home/isabel/domains/seq-opt/Barman/p739.3.pddl, 184, 1194, 5, 24, 4.800000, -4, -0.092391, 1.077006, 1, 1.000000, 0.000000, 7.502513, 7.311558, 70,240,1,58,240,27,8,22,14,5,64,193,3.01562,42,8,14,3.01562,16,4.47214,3.01562,16,5,7,0,162,0,0,0,2,27
/home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p839.1.pddl, /home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p839.1.pddl, barman,prob,2,10,29,16,0,55,8,12,0,0,115,1583,1738,3321,5562,0,1802,0,172,0,363,13,55,1078,10344,172,8, 1707, 16276, 0.100762, 9.53486, 94.6279, 0.0465116, 170, 9.92442, 23.8286, 62, 9.92442, 8.58948, 2304, 94.6279, 326.423,2832, 94.6279, 243.387, 1, 0.0465116, 0.21059, 26, 1.2093, 5.47535, 2, 0.0930233, 0.421181, 26, 1.2093,5.47535,363, 3250, 16692, 0.194704, 0.111692, 1, 264, 7.84285, 0.075806, 282, 7.79052, 0.075806, 1616, 19.0345,0.151612, 1634,17.9047, 0.075806,  1, /home/isabel/domains/seq-opt/Barman/p839.1.pddl, 194, 1258, 5, 24, 4.800000, -6, -0.092784, 1.176071, 1, 1.000000, 0.000000, 6.529411, 8.413355, 72,272,1,80,272,27,8,23,15,5,66,210,3.18182,43,8,15,3.18182,18,4.79583,3.18182,16,5.19615,7,0,172,0,0,0,2,27
/home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p839.2.pddl, /home/isabel/domains/seq-opt/Barman/domain.pddl, /home/isabel/domains/seq-opt/Barman/p839.2.pddl, barman,prob,2,10,29,16,0,55,8,12,0,0,115,1583,1738,3321,5562,0,1802,0,172,0,363,13,55,1078,10344,172,8, 1707, 16276, 0.100762, 9.53486, 94.6279, 0.0465116, 170, 9.92442, 23.8281, 62, 9.92442, 8.58948, 2304, 94.6279, 326.421,2832, 94.6279, 243.384, 1, 0.0465116, 0.21059, 26, 1.2093, 5.47535, 2, 0.0930233, 0.421181, 26, 1.2093,5.47535,363, 3250, 16692, 0.194704, 0.111692, 1, 264, 7.84285, 0.075806, 282, 7.79052, 0.075806, 1616, 19.0345,0.151612, 1634,17.9047, 0.075806,  1, /home/isabel/domains/seq-opt/Barman/p839.2.pddl, 194, 1258, 5, 24, 4.800000, -5, -0.092784, 1.167273, 1, 1.000000, 0.000000, 6.529411, 8.413355, 72,272,1,80,272,27,8,23,14,5,66,210,3.18182,43,8,15,3.18182,18,4.79583,3.18182,16,5.19615,7,0,172,0,0,0,2,27
/home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing01.pddl, /home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing01.pddl, cave-diving-adl,cave-diving-adl-p01,3,5,31,17,3,47,6,8,0,1,59,4462,3496,7958,15419,0,3844,0,181,0,417,17,112,4092,28608,177,6, 2855, 26776, 0.0619965, 9.37863, 151.277, 0.0338983, 126, 14.3446, 24.3517, 107, 14.3446, 16.1672, 2733, 151.277, 459.484,1560, 147.209, 221, 126, 2.83616, 18.6521, 305, 8.85876, 48.4644, 2733, 61.7514, 406.107, 305, 8.85876,48.4644,406, 10702, 35558, 0.300973, 0.0379368, 1, 392, 23.0275, 0.44844, 392, 23.0275, 0.44844, 1544, 72.713,0.59792, 1544,72.713, 0.44844,  1, /home/isabel/domains/seq-opt/CaveDiving/testing01.pddl, 245, 4092, 5, 18, 3.600000, -4, -0.012245, 0.418760, 1, 1.000000, 0.000000, 0.567937, 0.285435, 29,0,0,0,0,0,0,0,0,0,25,44,1.76,9,6,10,1.76,10,1.73205,1.76,5,1.41421,0,0,0,0,0,0,0, ?
/home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing02_easy.pddl, /home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing02_easy.pddl, cave-diving-adl,cave-diving-adl-p02,3,5,29,17,3,44,5,8,0,1,59,3093,2554,5647,10868,0,2524,0,149,0,347,17,96,2772,19611,146,5, 2098, 18498, 0.0695901, 8.81697, 126.699, 0.0342466, 95, 12.7466, 20.2088, 79, 12.7466, 12.9445, 1893, 126.699, 350.644,1080, 123, 165.324, 95, 2.59589, 15.467, 183, 6.23288, 33.0997, 1893, 51.8562, 308.969, 183, 6.23288,33.0997,340, 7403, 24641, 0.300434, 0.0459273, 1, 280, 19.2586, 0.493162, 280, 19.2586, 0.493162, 1112, 60.2379,0.65755, 1112,60.2379, 0.493162,  1, /home/isabel/domains/seq-opt/CaveDiving/testing02_easy.pddl, 205, 2772, 6, 17, 2.833333, -3, -0.019512, 0.406784, 1, 1.000000, 0.000000, 0.898990, 0.349206, 38,0,0,0,0,0,0,0,0,0,23,40,1.73913,8,5,10,1.73913,9,1.73205,1.73913,6,1.41421,0,0,0,0,0,0,0, ?
/home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing03_easy.pddl, /home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing03_easy.pddl, cave-diving-adl,cave-diving-adl-p03,3,5,29,17,3,42,5,8,0,1,59,3091,2554,5645,10866,0,2524,0,149,0,345,17,96,2772,19605,146,5, 2096, 18494, 0.0696565, 8.82347, 126.671, 0.0342466, 95, 12.7329, 20.1533, 79, 12.7329, 12.9246, 1893, 126.671, 350.58,1080, 122.973, 165.314, 95, 2.58219, 15.3854, 183, 6.20548, 32.9539, 1893, 51.8425, 308.887, 183, 6.20548,32.9539,336, 7401, 24635, 0.300426, 0.0453993, 1, 280, 19.3099, 0.493162, 280, 19.3099, 0.493162, 1112, 60.4068,0.65755, 1112,60.4068, 0.493162,  1, /home/isabel/domains/seq-opt/CaveDiving/testing03_easy.pddl, 205, 2772, 6, 17, 2.833333, -3, -0.009756, 0.369446, 1, 1.000000, 0.000000, 0.904762, 0.343434, 26,0,0,0,0,0,0,0,0,0,23,40,1.73913,8,5,10,1.73913,9,1.73205,1.73913,6,1.41421,0,0,0,0,0,0,0, ?
/home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing04_easy.pddl, /home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing04_easy.pddl, cave-diving-adl,cave-diving-adl-p04,3,5,29,17,3,45,5,8,0,1,59,3094,2554,5648,10869,0,2524,0,149,0,347,17,96,2772,19613,146,5, 2099, 18500, 0.0695569, 8.81372, 126.712, 0.0342466, 96, 12.7534, 20.2371, 79, 12.7534, 12.9549, 1894, 126.712, 350.676,1080, 123.014, 165.329, 96, 2.60274, 15.5085, 185, 6.24658, 33.1732, 1894, 51.863, 309.01, 185, 6.24658,33.1732,340, 7404, 24644, 0.300438, 0.0459211, 1, 280, 19.2594, 0.493162, 280, 19.2594, 0.493162, 1112, 60.2413,0.65755, 1112,60.2413, 0.493162,  1, /home/isabel/domains/seq-opt/CaveDiving/testing04_easy.pddl, 205, 2772, 6, 17, 2.833333, -3, -0.024390, 0.435487, 1, 1.000000, 0.000000, 0.898990, 0.352092, 44,0,0,0,0,0,0,0,0,0,23,40,1.73913,8,5,10,1.73913,9,1.73205,1.73913,6,1.41421,0,0,0,0,0,0,0, ?
/home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing05A_easy.pddl, /home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing05A_easy.pddl, cave-diving-adl,cave-diving-adl-p01,3,5,18,17,3,26,3,8,0,1,59,644,587,1231,2162,0,436,0,51,0,123,9,44,496,3635,49,3, 425, 3354, 0.115294, 7.89176, 68.449, 0.0612245, 40, 7.73469, 9.47559, 30, 7.73469, 5.53569, 689, 68.449, 151.623,392, 66.7347, 69.2914, 40, 1.61224, 7.8163, 59, 3.22449, 12.7652, 689, 28.102, 136.23, 59, 3.22449,12.7652,118, 1355, 4513, 0.300244, 0.0870849, 1, 98, 10.5749, 0.419825, 98, 10.5749, 0.419825, 388, 32.9461,1.11953, 388,32.9461, 0.419825,  1, /home/isabel/domains/seq-opt/CaveDiving/testing05A_easy.pddl, 77, 496, 5, 10, 2.000000, -2, -0.012987, 0.496573, 1, 1.000000, 0.000000, 1.366935, 0.310484, 14,0,0,0,0,0,0,0,0,0,14,22,1.57143,6,3,5,1.57143,5,1,1.57143,5,1.41421,0,0,0,0,0,0,0, ?
/home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing06A_easy.pddl, /home/isabel/domains/seq-opt/CaveDiving/domain.pddl, /home/isabel/domains/seq-opt/CaveDiving/testing06A_easy.pddl, cave-diving-adl,cave-diving-adl-p02,3,5,18,17,3,26,3,8,0,1,59,644,587,1231,2162,0,436,0,51,0,123,9,44,496,3635,49,3, 425, 3354, 0.115294, 7.89176, 68.449, 0.0612245, 40, 7.73469, 9.47559, 30, 7.73469, 5.53569, 689, 68.449, 151.623,392, 66.7347, 69.2914, 40, 1.61224, 7.8163, 59, 3.22449, 12.7652, 689, 28.102, 136.23, 59, 3.22449,12.7652,118, 1355, 4513, 0.300244, 0.0870849, 1, 98, 10.5749, 0.419825, 98, 10.5749, 0.419825, 388, 32.9461,1.11953, 388,32.9461, 0.419825,  1, /home/isabel/domains/seq-opt/CaveDiving/testing06A_easy.pddl, 77, 496, 5, 10, 2.000000, -2, -0.012987, 0.496573, 1, 1.000000, 0.000000, 1.366935, 0.310484, 14,0,0,0,0,0,0,0,0,0,14,22,1.57143,6,3,5,1.57143,5,1,1.57143,5,1.41421,0,0,0,0,0,0,0, ?
