@relation sat-problems

@attribute domain {termes, spider, grounded-strips-spider, snake, settlers, grounded-strips-settlers, organic-synthesis, nurikabe, organic-synthesis-split, grounded-strips-nurikabe, flashfill, grounded-strips-flashfill, data-network, caldera, grounded-strips-caldera, caldera-split, grounded-strips-caldera-split, agricola , '?'}
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute planner {mercury,siw,jasper,bfs-f,arvand,lamar,fd-autotune-1,fd-autotune-2,fdss-2,lama-2008,lama-2011,lpg,madagascar,madagascar-p,probe,yahsp2-mt}
@attribute class {True,False}

@data
grounded-strips-settlers,grounded-strips-popt-small-05-veryeasy,2,1,0,1880,1,685,6,17626,0,1,52987,19506,0,19506,53672,0,27374,0,1830,0,3688,130,275,17626,130166,1755,6, 49537, 383406, 0.0354281, 7.73979, 218.465, 0.0034188, 394, 27.7385, 51.6683, 512, 27.7385, 56.9615, 8798, 218.465, 1044.49,9752, 217.617, 1168.53, 394, 0.242735, 9.41081, 9640, 5.50142, 230.046, 862, 0.51396, 20.5761, 9640, 5.50142,230.046,3528, 61927, 443455, 0.139647, 0.0569703, 1, 485, 17.4148, 0.369782, 481, 17.3043, 0.322068, 1533, 54.1695,2.66004, 1525,53.9484, 0.322068,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,140,1,14,140,50,5,17,38,12,46,102,2.21739,27,5,14,2.21739,16,3.31662,2.21739,13,3.4641,?,?,?,?,?,?,?,50,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p3_hosts_trial_8,2,1,0,820,1,198,4,3529,0,1,19070,3155,0,3155,9277,0,4540,0,423,0,846,0,0,2549,25283,345,4, 12936, 106593, 0.0266698, 8.24003, 308.965, 0.0115942, 278, 34.7449, 35.375, 136, 34.7449, 29.5708, 8130, 308.965, 579.618,3265, 294.319, 415.454, 278, 1.21739, 16.2396, 3265, 12.6058, 183.807, 8130, 26.6493, 440.307, 3265, 12.6058,183.807,690, 8514, 102183, 0.0833211, 0.081043, 1, 451, 12.3391, 0.348934, 451, 12.3391, 0.348934, 1761, 47.9391,4.18721, 1761,47.9391, 0.348934,  1, /home/isabel/ipc2018/opt/caldera-split/p06.pddl, 528, 1273, 17, 27, 1.588235, -12, 0.253788, 1.221642, 0, 0.333333, 0.471405, 0.002393, 0.007180, 441,455578,1,56,455578,39,2,17,20,17,50,397,7.94,13,4,33,7.94,24,7,7.94,33,10.198,?,?,?,?,?,?,?,43,fdss-2, True
termes,termes-00092-0036-4x3x3-random_towers_4x3_3_4_46,2,3,16,7,0,51,13,7,0,0,52,694,2281,2975,3574,0,94,0,13,0,58,12,56,468,2807,13,12, 73, 1606, 0.178082, 22, 123.538, 0.923077, 12, 5.61538, 2.61765, 12, 5.61538, 2.61765, 350, 123.538, 73.3009,572, 123.538, 180.446, 11, 4.69231, 2.29999, 518, 79.5385, 127.781, 174, 96.6154, 43.3262, 518, 79.5385,127.781,58, 636, 2230, 0.285202, 0.091195, 1, 40, 6.83333, 2.30414, 40, 6.83333, 2.30414, 120, 19.9615,7.16843, 120,19.9615, 2.30414,  1, /home/isabel/ipc2018/opt/termes/p12.pddl, 58, 468, 4, 16, 4.000000, -10, 0.000000, 1.938716, -1, 1.083333, 2.752524, 6.185897, 4.235043, 51,46,1,19,41,18,4,13,12,4,26,44,1.69231,8,11,7,1.69231,9,2,1.69231,9,2.23607,1,0,13,0,0,0,0,17,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p5_hosts_trial_1,2,1,0,523,1,24,6,1749,0,1,8814,2272,0,2272,8837,0,3464,0,522,0,1044,0,0,1749,22752,435,6, 8831, 52703, 0.0492583, 5.96795, 121.156, 0.0137931, 433, 17.4506, 32.4061, 208, 17.4506, 21.1622, 8498, 121.156, 473.184,2557, 104.446, 242.716, 433, 1.27586, 21.0545, 2557, 8.10575, 130.453, 8498, 24.954, 420.599, 2557, 8.10575,130.453,870, 6889, 38882, 0.177177, 0.126288, 1, 300, 7.91839, 0.574033, 300, 7.91839, 0.574033, 1555, 31.6333,17.6994, 1555,31.6333, 0.574033,  1, /home/isabel/ipc2018/opt/caldera-split/p13.pddl, 365, 1299, 17, 30, 1.764706, -13, 0.178082, 1.677755, 0, 3.000000, 5.513619, 1.436853, 1.142857, 884,911156,1,84,911156,53,4,31,22,17,71,464,6.53521,23,8,40,6.53521,34,8.3666,6.53521,34,8.94427,?,?,?,?,?,?,?,46,fdss-2, True
snake,snake-empty-6x5-1-5-14-11270,2,1,31,9,0,123,19,3,0,0,32,10946,915,11861,54665,0,19676,0,150,0,369,3,75,10549,122080,150,19, 19923, 244905, 0.00752899, 12.2926, 1632.7, 0.126667, 149, 132.82, 7.21117, 149, 132.82, 40.7315, 51999, 1632.7, 5650.93,37821, 1632.7, 4133.14, 145, 18.2733, 47.9821, 404, 40.32, 111.231, 2620, 275.047, 734.111, 404, 40.32,111.231,369, 62548, 307453, 0.203439, 0.00589947, 1, 5408, 143.247, 3.60919, 5408, 143.247, 3.60919, 28783, 686.393,16.6671, 28783,686.393, 3.60919,  1, /home/isabel/ipc2018/opt/snake/p06.pddl, 271, 10549, 6, 11, 1.833333, -6, 0.022140, 1.055415, -5, 0.000000, 1.256562, 7.248649, 7.353398, 176,19,1,19,19,11,5,7,6,6,35,30,0.857143,16,19,0,0.857143,5,1,0.857143,7,1.73205,?,?,?,?,?,?,?,11,fdss-2, True
organic-synthesis-split,alkene_p18,3,34,38,194,1,76,51,184,0,1,985,6680,10662,17342,24822,0,11857,0,473,0,946,0,0,5633,42419,440,5, 10911, 43364, 0.0403263, 3.97434, 98.5545, 0.0113636, 73, 24.0409, 14.4469, 82, 24.0409, 15.7078, 2790, 98.5545, 165.182,2794, 97.2659, 234.637, 14, 0.0954545, 1.15206, 698, 1.77727, 33.2886, 378, 0.968182, 18.067, 698, 1.77727,33.2886,880, 17362, 57220, 0.303425, 0.0506854, 1, 517, 19.7295, 0.0237824, 517, 19.7295, 0.0237824, 1889, 62.0477,0.118912, 1889,62.0477, 0.0237824,  1, /home/isabel/ipc2018/opt/organic-synthesis-split/p10.pddl, 473, 5633, 10, 22, 2.200000, -3, 0.042283, 0.328860, -3, -0.200000, 1.469694, 3.585834, 0.113794, 49,126,1,26,126,42,2,2,11,10,7,4,0.571429,3,4,0,0.571429,2,0,0.571429,2,0,?,?,?,?,?,?,?,38,fdss-2, True
data-network,p5-3-10-ring-network-14,5,5,39,10,4,376,1,5,0,1,61,2338,5505,7843,11305,0,250,0,74,0,205,7,71,1936,12039,74,1, 455, 7984, 0.162637, 17.5473, 107.892, 0.0135135, 16, 6.14865, 4.18389, 39, 6.14865, 7.49177, 692, 107.892, 114.462,1433, 107.892, 201.173, 2, 0.027027, 0.230919, 1, 0.0135135, 0.11546, 8, 0.108108, 0.923676, 1, 0.0135135,0.11546,205, 3190, 9458, 0.337281, 0.0642633, 1, 434, 12.8674, 0.0573384, 434, 12.8674, 0.0573384, 1258, 29.9532,0.114677, 1258,29.9532, 0.0573384,  1, /home/isabel/ipc2018/opt/data-network/p15.pddl, 173, 1939, 5, 6, 1.200000, -4, 0.005780, 0.436713, 1, 1.000000, 0.000000, 3.103146, 1.767922, 22,7,1,2,7,6,1,2,5,5,8,13,1.625,5,1,2,1.625,3,0,1.625,7,2.23607,3,0,74,0,0,0,1,6,fdss-2, True
data-network,p6-3-11-small-network-9,5,5,38,10,4,209,2,5,0,1,61,1464,3766,5230,7237,0,180,0,49,0,134,4,44,1145,7189,49,2, 247, 4823, 0.198381, 19.5263, 98.4286, 0.0408163, 11, 5.04082, 2.96207, 29, 5.04082, 6.13108, 560, 98.4286, 106.896,1179, 98.4286, 192.375, 2, 0.0816327, 0.395729, 1, 0.0408163, 0.197864, 26, 0.734694, 3.91113, 1, 0.0408163,0.197864,134, 1993, 6072, 0.328228, 0.0672353, 1, 372, 11.9906, 0.0699708, 369, 11.9906, 0.0699708, 1168, 27.5407,0.139942, 1158,27.5407, 0.0699708,  1, /home/isabel/ipc2018/opt/data-network/p10.pddl, 113, 1148, 5, 11, 2.200000, -4, 0.017699, 0.740513, 1, 1.000000, 0.000000, 5.780488, 4.097561, 32,15,1,4,15,12,2,4,8,5,10,14,1.4,6,2,2,1.4,4,0,1.4,5,1.41421,3,0,49,0,0,0,1,12,fdss-2, True
grounded-strips-nurikabe,grounded-strips-random-4x4-28,2,1,0,459,1,84,4,2841,0,1,7786,2819,0,2819,6957,0,2735,0,334,0,680,478,1135,1981,15937,310,4, 5948, 19823, 0.0521184, 3.33272, 63.9452, 0.0129032, 256, 17.1516, 30.5197, 275, 17.1516, 28.5194, 1553, 63.9452, 162.386,2114, 59.7839, 200.812, 256, 0.835484, 14.5168, 2114, 6.85806, 119.872, 1344, 4.34839, 76.2105, 2114, 6.85806,119.872,632, 5691, 24227, 0.234903, 0.111053, 1, 388, 8.87419, 0.0283065, 358, 8.68871, 0.0283065, 1200, 38.2075,0.141532, 1200,37.8366, 0.0283065,  1, /home/isabel/ipc2018/opt/nurikabe/p04.pddl, 186, 345, 8, 16, 2.000000, -4, 0.005376, 0.683895, 0, 0.333333, 0.471405, 2.220467, 0.512415, 14,?,?,?,?,?,?,?,?,?,29,79,2.72414,13,3,13,2.72414,13,2.64575,2.72414,11,3.16228,?,?,?,?,?,?,?, ?,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p6_hosts_trial_15,2,1,0,1135,1,160,7,10861,0,1,45030,9726,0,9726,30414,0,21897,0,839,0,1678,0,0,8754,105821,709,7, 19469, 277870, 0.0364169, 14.2724, 391.918, 0.00987306, 685, 24.3315, 42.5196, 360, 24.3315, 30.539, 37061, 391.918, 1644.89,20327, 374.693, 1503.05, 685, 1.27362, 26.3897, 18212, 29.2976, 689.913, 37061, 57.6827, 1397.48, 18212, 29.2976,689.913,1418, 31707, 223594, 0.141806, 0.044722, 1, 2281, 22.3604, 0.806311, 2281, 22.3604, 0.806311, 9472, 90.586,21.3766, 9472,90.586, 0.806311,  1, /home/isabel/ipc2018/opt/caldera-split/p17.pddl, 714, 7459, 17, 42, 2.470588, -20, 0.042017, 1.607379, 0, 3.333333, 7.453560, 0.050261, 0.326694, 2193,1138969,1,167,1138969,64,5,38,25,17,80,428,5.35,27,5,48,5.35,42,7.93725,5.35,32,7.87401,?,?,?,?,?,?,?,68,fdss-2, True
