@relation problem-to-evaluate2019-03-0816:00:53

@attribute domain {termes, spider, grounded-strips-spider, snake, settlers, grounded-strips-settlers, organic-synthesis, nurikabe, organic-synthesis-split, grounded-strips-nurikabe, flashfill, grounded-strips-flashfill, data-network, caldera, grounded-strips-caldera, caldera-split, grounded-strips-caldera-split, agricola , '?'}
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute planner {mercury,siw,jasper,bfs-f,arvand,lamar,fd-autotune-1,fd-autotune-2,fdss-2,lama-2008,lama-2011,lpg,madagascar,madagascar-p,probe,yahsp2-mt}
@attribute class {True,False}

@data
agricola,sat31-allworkers-3-5,3,19,80,33,2,256,2,22,0,1,258,39948,1452,41400,149397,0,42097,0,100,0,229,7,43,39319,434311,94,2, 1111, 825237, 0.0846085, 742.788, 8779.12, 0.0212766, 68, 11.3404, 13.6565, 47, 11.3404, 9.41203, 145962, 8779.12, 23657.2,197310, 6863.26, 28051.6, 68, 0.819149, 7.02725, 90, 1.02128, 9.24717, 145962, 1552.95, 14974.5, 90, 1.02128,9.24717,217, 59442, 355715, 0.167106, 0.00365062, 1, 9295, 177.811, 0.846111, 9445, 183.226, 0.846111, 50285, 793.383,2.1713, 51335,834.16, 0.846111,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,367,1,16,432,35,2,33,26,24,69,451,6.53623,36,2,31,6.53623,28,7.87401,6.53623,33,8.544,?,?,?,?,?,?,?,35,fdss-2, True
agricola,sat32-allworkers-4-5,3,19,83,33,2,263,2,22,0,1,258,48835,1550,50385,182707,0,51815,0,110,0,250,7,44,48179,530797,104,2, 1322, 1005830, 0.0786687, 760.84, 9671.44, 0.0192308, 74, 12.2404, 14.2771, 51, 12.2404, 10.4196, 177708, 9671.44, 27314.8,236772, 7593.43, 32302.5, 74, 0.826923, 7.30443, 108, 1.11538, 10.5605, 177708, 1708.92, 17341.7, 108, 1.11538,10.5605,238, 74041, 439823, 0.168343, 0.00321444, 1, 10230, 204.695, 0.997501, 10410, 207.844, 0.997501, 55454, 902.42,2.63321, 56714,928.194, 0.997501,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,703,1,16,820,39,2,38,30,28,78,595,7.62821,40,2,36,7.62821,33,9.38083,7.62821,38,9.94987,?,?,?,?,?,?,?,39,fdss-2, True
agricola,sat33-allworkers-5-5,3,19,86,33,2,270,2,22,0,1,258,59140,1666,60806,221309,0,63383,0,120,0,271,7,45,58457,653645,115,2, 1579, 1258961, 0.0728309, 797.315, 10947.5, 0.0173913, 80, 13.1739, 14.8934, 59, 13.1739, 11.552, 213102, 10947.5, 31176.4,288834, 8645.23, 38160.7, 80, 0.808696, 7.5145, 126, 1.2, 11.7416, 213102, 1853.28, 19785.3, 126, 1.2,11.7416,261, 92482, 556050, 0.16632, 0.00282217, 1, 11803, 238.777, 1.07306, 12008, 237.679, 1.07306, 67345, 1016.99,2.64505, 68800,1013.69, 1.07306,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,1312,1,16,1325,39,2,43,32,32,87,752,8.64368,44,2,41,8.64368,38,10.7238,8.64368,43,11.3137,?,?,?,?,?,?,?,40,fdss-2, True
agricola,sat34-allworkers-6-6,3,19,90,33,2,279,2,22,0,1,258,95618,1815,97433,357080,0,103184,0,128,0,296,8,56,94898,1061744,123,2, 1780, 2047922, 0.0691011, 1150.52, 16649.8, 0.0162602, 85, 13.9024, 15.5874, 64, 13.9024, 12.0638, 348285, 16649.8, 49012.9,475245, 13190.7, 59865.6, 85, 0.813008, 7.74003, 180, 1.57724, 16.2025, 348285, 2831.83, 31275.9, 180, 1.57724,16.2025,286, 149235, 903345, 0.165203, 0.00191644, 1, 19479, 353.788, 1.56445, 19833, 352.505, 1.56445, 109158, 1511.37,4.20153, 111660,1507.52, 1.56445,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,2620,1,17,2641,44,2,49,37,36,97,959,9.8866,48,2,47,9.8866,44,12.4097,9.8866,48,12.8452,?,?,?,?,?,?,?,44,fdss-2, True
agricola,sat35-allworkers-7-6,3,19,92,33,2,283,2,22,0,1,258,104155,1882,106037,389209,0,112889,0,135,0,311,8,57,103417,1153930,130,2, 1968, 2219341, 0.0660569, 1127.71, 17071.9, 0.0153846, 89, 14.6154, 16.1804, 69, 14.6154, 12.4804, 377488, 17071.9, 51479,506928, 13580.8, 62633.9, 89, 0.823077, 7.92121, 192, 1.6, 16.822, 377488, 2904.02, 32980.3, 192, 1.6,16.822,301, 165262, 992558, 0.166501, 0.00182135, 1, 20064, 370.909, 1.62392, 20448, 369.431, 1.62392, 112383, 1558.49,4.42611, 115050,1554.06, 1.62392,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,5296,1,17,5573,49,2,54,40,40,106,1192,11.2453,52,2,52,11.2453,49,14.2127,11.2453,53,14.4568,?,?,?,?,?,?,?,50,fdss-2, True
agricola,sat36-allworkers-8-6,3,19,94,33,2,287,2,22,0,1,258,113066,1949,115015,422772,0,123076,0,142,0,326,8,58,112310,1249768,137,2, 2168, 2396710, 0.0631919, 1105.49, 17494.2, 0.0145985, 93, 15.292, 16.8294, 74, 15.292, 12.9379, 407711, 17494.2, 53952.7,538611, 13974.3, 65394.4, 93, 0.824818, 8.08522, 204, 1.62044, 17.4214, 407711, 2976.28, 34705.7, 204, 1.62044,17.4214,316, 182320, 1086689, 0.167776, 0.00173322, 1, 23544, 388.268, 1.68142, 23952, 386.607, 1.68142, 127608, 1613.79,4.60879, 130464,1608.8, 1.68142,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,10780,1,17,12465,56,2,59,45,44,115,1422,12.3652,56,2,57,12.3652,54,15.6205,12.3652,58,16.0312,?,?,?,?,?,?,?,55,fdss-2, True
agricola,sat37-allworkers-9-7,3,19,98,33,2,296,2,22,0,1,258,167620,2098,169718,624553,0,183151,0,150,0,353,9,71,166825,1848811,145,2, 2411, 3540961, 0.060141, 1468.67, 24420.4, 0.0137931, 98, 16.0897, 17.7223, 79, 16.0897, 13.4256, 609462, 24420.4, 78214.1,806994, 19490.9, 94188.9, 98, 0.827586, 8.29985, 270, 2, 22.3946, 609462, 4203.5, 50438.2, 270, 2,22.3946,343, 267502, 1603650, 0.166808, 0.00128223, 1, 33948, 529.338, 2.17109, 34578, 529.338, 2.17109, 188050, 2225.81,6.12556, 192460,2225.81, 2.17109,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,21007,1,17,22061,59,2,61,48,48,120,1605,13.375,57,2,61,13.375,59,16.7631,13.375,61,17.4069,?,?,?,?,?,?,?,58,fdss-2, True
agricola,sat38-allworkers-10-7,3,19,100,33,2,300,2,22,0,1,258,179870,2165,182035,670708,0,197124,0,157,0,368,9,72,179057,1991460,152,2, 2634, 3818032, 0.0577069, 1449.52, 25118.6, 0.0131579, 102, 16.7105, 18.4678, 84, 16.7105, 13.9268, 651661, 25118.6, 81440,862733, 20154.4, 98469.2, 102, 0.822368, 8.44105, 285, 2.01974, 23.0972, 651661, 4287.57, 52682.5, 285, 2.01974,23.0972,358, 290659, 1738245, 0.167214, 0.00123168, 1, 37282, 550.58, 2.23903, 37947, 548.495, 2.23903, 204077, 2280.23,6.30816, 208732,2273.98, 2.23903,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,42024,1,18,44102,62,2,67,52,52,131,1979,15.1069,62,2,67,15.1069,65,19.0526,15.1069,68,19.3391,?,?,?,?,?,?,?,62,fdss-2, True
agricola,sat39-allworkers-11-7,3,19,102,33,2,304,2,22,0,1,258,192504,2232,194736,718357,0,211589,0,164,0,383,9,73,191673,2128379,159,2, 2870, 4071117, 0.0554007, 1418.51, 25604.5, 0.0125786, 106, 17.4214, 19.3151, 89, 17.4214, 14.3445, 694940, 25604.5, 84667.6,908980, 20608.8, 102091, 106, 0.823899, 8.5976, 300, 2.03774, 23.7804, 694940, 4371.04, 54938.7, 300, 2.03774,23.7804,373, 314900, 1869808, 0.168413, 0.0011845, 1, 43564, 574.334, 2.30508, 44264, 571.394, 2.30508, 236468, 2349.06,6.51493, 241368,2340.24, 2.30508,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,85032,1,18,94278,67,2,72,57,56,140,2298,16.4143,66,2,72,16.4143,70,20.664,16.4143,73,20.9762,?,?,?,?,?,?,?,67,fdss-2, True
agricola,sat40-allworkers-12-7,3,19,104,33,2,308,2,22,0,1,258,205522,2299,207821,767500,0,226546,0,171,0,398,9,74,204673,2255326,166,2, 3122, 4292530, 0.053171, 1374.93, 25858.6, 0.0120482, 110, 18.1687, 20.2046, 94, 18.1687, 14.8192, 739299, 25858.6, 87897.5,941493, 20834, 104878, 110, 0.825301, 8.75226, 315, 2.05422, 24.4457, 739299, 4453.97, 57207.6, 315, 2.05422,24.4457,388, 340217, 2004920, 0.169691, 0.00114045, 1, 48018, 598.701, 2.36938, 48753, 596.051, 2.36938, 258424, 2419.03,6.71592, 263569,2411.08, 2.36938,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,172047,1,17,198701,72,2,76,61,60,147,2547,17.3265,69,2,76,17.3265,74,21.6564,17.3265,76,22.3383,?,?,?,?,?,?,?,73,fdss-2, True

grounded-strips-caldera-split,grounded-strips-p3_hosts_trial_14,2,1,0,373,1,46,4,1138,0,1,5657,1195,0,1195,3848,0,1792,0,290,0,580,0,0,874,10729,232,4, 4822, 25652, 0.0481128, 5.31978, 110.569, 0.0172414, 220, 18.0819, 22.3705, 81, 18.0819, 13.6026, 3811, 110.569, 289.302,1361, 99.1078, 165.562, 220, 1.34483, 15.0992, 1361, 7.53879, 92.1936, 3811, 19.8233, 254.115, 1361, 7.53879,92.1936,464, 3480, 22498, 0.15468, 0.133333, 1, 166, 7.5, 0.424906, 166, 7.5, 0.424906, 754, 30.0496,5.09888, 754,30.0496, 0.424906,  1, /home/isabel/ipc2018/sat/caldera-split/p01.pddl, 288, 697, 17, 25, 1.470588, -11, 0.093750, 1.594771, 0, 4.000000, 5.656854, 0.247362, 0.618992, 1105,455578,1,56,455578,39,2,17,20,17,57,456,8,19,2,36,8,26,7.34847,8,37,11,?,?,?,?,?,?,?,41,fdss-2, True
