@relation problem

@attribute domainInt string
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute  nameDomain2 string
@attribute  nameFile2 string

@attribute planner {mercury, siw, jasper, bfs-f,arvand,lamar,fd-autotune-1,fd-autotune-2,fdss-2,lama-2008,lama-2011,lpg,madagascar,madagascar-p,probe,yahsp2-mt}
@attribute domain {barman, barmanlearning11, blocksworldlearning11, cybersec-strips, depotslearning11, elevators, elevators08, floortile, gold-minerlearning08, gripperlearning11, matching-bwlearning08, nomystery, n-puzzlelearning08, openstacks, openstacks06, openstacks-adl08, openstacks-strips08, parcprinter, parcprinter-strips08, parking, parkinglearning08, parkinglearning11, pathways06, pegsol, pegsol-strips08, pipesworld06, roverlearning11, rovers06, satellitelearning11, scanalyzer, scanalyzer-strips08, sokoban, sokobanlearning08, sokoban-strips08, storage06, thoughtfullearning08, tidybot, tpp06, tppLearning11, trainingphase, transport, transport-strips08, trucks06, visitall, woodworking, woodworking-strips08}
@attribute problem numeric
@attribute oktimefirssol numeric

@attribute class {True, False}
@data
parking,parking,2,3,64,6,0,86,42,4,0,0,32,175019,11132,186151,566315,0,205506,0,148,0,2900,106,5440,166698,1358872,148,42, 18312, 1754214, 0.00808213, 95.7959, 11852.8, 0.283784, 147, 123.73, 36.9683, 147, 123.73, 20.312, 19656, 11852.8, 4991.05,17141, 11852.8, 4288.42, 65, 18.4459, 29.3042, 10480, 2974.05, 4724.73, 9764, 2770.86, 4401.94, 10480, 2974.05,4724.73,2900, 538902, 2141580, 0.251638, 0.00538131, 1, 5118, 1275.04, 39.0724, 5118, 1275.04, 39.0724, 20472, 5068.03,156.279, 20472,5068.03, 39.0724,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile03-013.pddl, 2794, 172032, 3, 83, 27.666666, -32, -0.002863, 0.730748, -1, 0.904762, 0.425918, 41.989140, 18.857271, 207,127,1,99,127,90,40,89,40,3,212,476,2.24528,122,41,49,2.24528,8,2,2.24528,9,2.82843,?,?,?,?,?,?,?,90,allfeatures-parkinglearning11,all-pfile03-013.pddl,bfs-f,parkinglearning11,009,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile06-029.pddl, 5611, 496860, 3, 105, 35.000000, -31, 0.002673, 0.507116, 0, 0.983333, 0.128019, 107.814156, 35.818501, 217,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile06-029.pddl,bfs-f,parkinglearning11,010,0,True
parking,parking,2,3,55,6,0,74,36,4,0,0,32,111137,8246,119383,359810,0,129600,0,127,0,2162,91,4015,104976,856516,127,36, 13482, 1104120, 0.00941997, 81.8959, 8693.86, 0.283465, 126, 106.157, 31.5476, 126, 106.157, 17.3425, 14418, 8693.86, 3660.17,12533, 8693.86, 3120.28, 56, 15.874, 25.2381, 7687, 2178.99, 3464.38, 7181, 2035.56, 3236.33, 7687, 2178.99,3464.38,2162, 339552, 1347912, 0.25191, 0.00636721, 1, 3738, 938.556, 33.1801, 3738, 938.556, 33.1801, 14952, 3726.36,132.708, 14952,3726.36, 33.1801,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile02-010.pddl, 2071, 108900, 3, 68, 22.666666, -21, -0.002897, 0.619957, 0, 0.944444, 0.229061, 33.325069, 15.010129, 160,102,1,81,102,72,34,74,34,3,180,385,2.13889,104,36,40,2.13889,7,2,2.13889,9,2.64575,?,?,?,?,?,?,?,74,allfeatures-parkinglearning11,all-pfile02-010.pddl,bfs-f,parkinglearning11,011,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile04-020.pddl, 3625, 255792, 3, 83, 27.666666, -24, 0.003034, 0.514337, -1, 0.958333, 0.285652, 85.802872, 12.117659, 125,141,1,117,141,94,47,106,47,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile04-020.pddl,bfs-f,parkinglearning11,012,0,True
parking,parking,2,3,46,6,0,62,30,4,0,0,32,65075,5792,70867,210833,0,75150,0,106,0,1532,76,2806,60750,496324,106,30, 9390, 638490, 0.0112886, 67.9968, 6023.49, 0.283019, 105, 88.5849, 26.127, 105, 88.5849, 14.373, 9990, 6023.49, 2535.29,8645, 6023.49, 2137.58, 47, 13.3019, 21.1719, 5326, 1507.36, 2399.18, 4994, 1413.4, 2249.62, 5326, 1507.36,2399.18,1532, 196650, 779460, 0.25229, 0.00779049, 1, 2574, 653.497, 27.2878, 2574, 653.497, 27.2878, 10296, 2590.4,109.136, 10296,2590.4, 27.2878,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile01-003.pddl, 1456, 63480, 3, 55, 18.333334, -22, -0.004121, 0.720565, 0, 0.933333, 0.249444, 27.521078, 14.136704, 137,83,1,67,83,60,28,60,29,3,148,316,2.13514,86,30,32,2.13514,8,2,2.13514,9,2.64575,?,?,?,?,?,?,?,60,allfeatures-parkinglearning11,all-pfile01-003.pddl,bfs-f,parkinglearning11,013,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile06-030.pddl, 5611, 496860, 3, 104, 34.666668, -31, 0.002852, 0.507290, 0, 0.983333, 0.128019, 105.841743, 35.818501, 216,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile06-030.pddl,bfs-f,parkinglearning11,014,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile04-018.pddl, 3625, 255792, 3, 101, 33.666668, -33, -0.001379, 0.702506, 1, 1.000000, 0.000000, 48.078609, 22.632132, 253,153,1,117,153,108,48,109,49,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile04-018.pddl,bfs-f,parkinglearning11,015,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile05-021.pddl, 4564, 363096, 3, 116, 38.666668, -48, -0.001753, 0.828394, 1, 1.000000, 0.000000, 57.365379, 30.335119, 311,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile05-021.pddl,bfs-f,parkinglearning11,016,0,True
parking,parking,2,3,55,6,0,73,36,4,0,0,32,111137,8246,119383,359809,0,129600,0,127,0,2162,91,4015,104976,856516,127,36, 13482, 1104120, 0.00941997, 81.8959, 8693.86, 0.283465, 126, 106.157, 31.5476, 126, 106.157, 17.3425, 14418, 8693.86, 3660.17,12533, 8693.86, 3120.28, 56, 15.874, 25.2381, 7687, 2178.99, 3464.38, 7181, 2035.56, 3236.33, 7687, 2178.99,3464.38,2162, 339552, 1347912, 0.25191, 0.00636721, 1, 3738, 938.556, 33.1801, 3738, 938.556, 33.1801, 14952, 3726.36,132.708, 14952,3726.36, 33.1801,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile02-006.pddl, 2071, 108900, 3, 60, 20.000000, -18, 0.004829, 0.540915, 0, 0.972222, 0.164336, 61.865952, 8.771736, 89,103,1,86,103,69,35,78,36,3,185,473,2.55676,106,36,43,2.55676,61,4.79583,2.55676,10,3.16228,?,?,?,?,?,?,?,69,allfeatures-parkinglearning11,all-pfile02-006.pddl,bfs-f,parkinglearning11,017,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile05-023.pddl, 4564, 363096, 3, 112, 37.333332, -40, -0.001534, 0.716494, 1, 1.000000, 0.000000, 53.432400, 25.668060, 279,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile05-023.pddl,bfs-f,parkinglearning11,018,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parkinglearning11/problems/pfile06-027.pddl, 5611, 496860, 3, 102, 34.000000, -31, 0.003208, 0.508341, 0, 0.983333, 0.128019, 105.841743, 33.846092, 211,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-parkinglearning11,all-pfile06-027.pddl,bfs-f,parkinglearning11,019,0,True
